id товара;осн. артикул;цена;наличие;статус;доп. артикул;штрихкод;ррц
22892;;0;0;;;;;
22893;;0;0;;;;;
22900;;0;0;;;;;
22997;;0;0;;;;;
23052;;0;0;;;;;
23337;;0;0;;;;;
24628;;318;4;;;;;
22968;;0;0;;;;;
23202;;0;0;;;;;
23191;;0;0;;;;4988;
24780;;0;0;;;;;
24584;;0;0;;;;;
24860;;0;0;;;;;
23639;;0;0;;;;;
23498;;0;0;;;;;
24243;;1787;2;;;;;
22954;;0;0;;;;;
22951;;0;0;;;;;
22953;;2259;2;;;;;
22957;;0;0;;;;;
22956;;0;0;;;;;
22975;;0;0;;;;;
22955;;0;0;;;;;
24222;;0;0;;;;;
22967;;0;0;;;;;
24260;;0;0;;;;8659;
23215;;0;0;;;;;
22980;;0;0;;;;;
24718;;0;0;;;;;
23530;;0;0;;;;;
22977;;0;0;;;;;
22974;;0;0;;;;;
22987;;0;0;;;;;
23001;;0;0;;;;;
24808;;842;3;;;;;
22986;;5442;1;;;;;
22983;;0;0;;;;;
24077;;703;20;;;;;
24781;;817;1;;;;;
25241;;888;1;;;;;
25282;;564;6;;;;999;
23204;;0;0;;;;;
24938;;0;0;;;;;
24325;;0;0;;;;;
23128;;0;0;;;;;
24913;;0;0;;;;;
23826;;518;2;;;;;
25369;;0;0;;;;1636;
23359;;0;0;;;;;
23959;;1208;7;;;;;
23714;;0;0;;;;;
23007;;0;0;;;;;
24098;;358;2;;;;;
23503;;0;0;;;;;
25312;;160;2;;;;;
23037;;0;0;;;;;
23039;;145;6;;;;;
23036;;0;0;;;;;
23205;;0;0;;;;;
23055;;1810;2;;;;;
23067;;0;0;;;;;
24788;;0;0;;;;;
23184;;0;0;;;;5344;
25052;;0;0;;;;;
25267;;0;0;;;;;
23020;;3342;2;;;;;
23033;;0;0;;;;;
24285;;0;0;;;;;
23016;;0;0;;;;;
23015;;0;0;;;;;
23017;;0;0;;;;;
23014;;0;0;;;;;
23012;;0;0;;;;3778;
23013;;0;0;;;;3778;
23009;;0;0;;;;1636;
23010;;0;0;;;;1636;
23008;;0;0;;;;1258;
23011;;0;0;;;;1636;
24873;;0;0;;;;;
24253;;0;0;;;;;
25033;;512;2;;;;;
24304;;0;0;;;;;
24528;;417;2;;;;;
24985;;0;0;;;;;
23271;;0;0;;;;;
23800;;0;0;;;;;
25046;;0;0;;;;;
23098;;0;0;;;;;
23975;;0;0;;;;;
23960;;1208;17;;;;;
23182;;500;1;;;;;
23785;;0;0;;;;;
23776;;0;0;;;;;
23148;;0;0;;;;;
25256;;0;0;;;;;
24633;;568;2;;;;;
23090;;0;0;;;;;
23022;;0;0;;;;9000;
23021;;0;0;;;;14000;
23944;;648;1;;;;;
24085;;0;0;;;;;
24811;;0;0;;;;;
23024;;0;0;;;;;
23023;;925;8;;;;;
23025;;6954;1;;;;;
23070;;1844;2;;;;;
23038;;0;0;;;;;
24760;;885;1;;;;;
24545;;0;0;;;;;
23647;;0;0;;;;;
23679;;692;2;;;;;
24269;;893;4;;;;;
23043;;0;0;;;;;
24783;;957;2;;;;;
23400;;938;4;;;;;
24714;;0;0;;;;;
24719;;538;1;;;;;
25325;;0;0;;;;;
24891;;1042;2;;;;;
23074;;0;0;;;;;
23078;;0;0;;;;;
23076;;0;0;;;;;
23077;;0;0;;;;;
23723;;462;1;;;;;
23075;;266;5;;;;;
23499;;0;0;;;;;
24888;;999;4;;;;;
23094;;5038;8;;;;;
23087;;0;0;;;;;
23082;;333;1;;;;;
23083;;674;5;;;;;
23084;;1321;1;;;;;
23095;;5038;6;;;;;
23093;;0;0;;;;;
24501;;0;0;;;;;
23981;;0;0;;;;;
24579;;0;0;;;;;
23463;;0;0;;;;;
24950;;405;3;;;;;
23307;;0;0;;;;;
24351;;0;0;;;;;
24183;;1025;6;;;;;
23180;;0;0;;;;5236;
25254;;0;0;;;;;
23152;;1001;3;;;;;
23154;;0;0;;;;;
23104;;0;0;;;;;
23516;;0;0;;;;;
23127;;0;0;;;;;
24750;;0;0;;;;;
23113;;0;0;;;;;
23114;;0;0;;;;;
24343;;0;0;;;;;
23165;;0;0;;;;;
24634;;0;0;;;;;
24039;;0;0;;;;;
23636;;0;0;;;;;
24276;;0;0;;;;;
23298;;0;0;;;;;
23150;;0;0;;;;;
23135;;569;3;;;;;
24261;;6909;2;;;;7195;
23132;;0;0;;;;;
23131;;0;0;;;;;
23123;;609;6;;;;;
24205;;0;0;;;;;
23125;;0;0;;;;;
23747;;0;0;;;;3600;
23762;;0;0;;;;;
24702;;476;1;;;;;
23852;;0;0;;;;;
24609;;1065;9;;;;;
23569;;520;4;;;;;
23350;;0;0;;;;;
23892;;516;1;;;;;
23399;;1037;5;;;;;
23213;;0;0;;;;;
23203;;0;0;;;;;
23284;;0;0;;;;;
23837;;1691;2;;;;;
23779;;0;0;;;;;
24911;;0;0;;;;;
23327;;0;0;;;;;
23945;;0;0;;;;;
23224;;0;0;;;;;
23316;;620;4;;;;;
23402;;1227;9;;;;;
24411;;1930;4;;;;;
25019;;1049;3;;;;;
23243;;0;0;;;;;
24239;;0;0;;;;;
23551;;0;0;;;;;
24607;;538;5;;;;;
23519;;0;0;;;;;
24227;;0;0;;;;;
23510;;1364;2;;;;;
23946;;2606;3;;;;;
23465;;0;0;;;;;
23680;;0;0;;;;;
23583;;646;2;;;;;
23771;;0;0;;;;;
23410;;0;0;;;;;
24595;;0;0;;;;;
24440;;0;0;;;;;
23236;;0;0;;;;;
23734;;1828;2;;;;;
23241;;0;0;;;;;
23232;;0;0;;;;;
23239;;0;0;;;;;
23240;;0;0;;;;;
23246;;0;0;;;;;
23242;;0;0;;;;;
23238;;0;0;;;;;
23230;;0;0;;;;;
23231;;0;0;;;;;
23229;;0;0;;;;;
23233;;0;0;;;;;
23235;;0;0;;;;;
23237;;0;0;;;;;
24240;;0;0;;;;;
23245;;0;0;;;;;
23244;;0;0;;;;;
23247;;0;0;;;;;
23248;;0;0;;;;;
24524;;0;0;;;;;
23249;;0;0;;;;;
24710;;0;0;;;;;
25071;;0;0;;;;;
23335;;1787;2;;;;;
23476;;204;2;;;;;
25342;;1048;3;;;;;
23250;;0;0;;;;;
25334;;0;0;;;;;
23258;;0;0;;;;;
23257;;0;0;;;;;
23255;;0;0;;;;;
23416;;0;0;;;;;
23299;;796;1;;;;;
25141;;0;0;;;;;
23664;;0;0;;;;;
24446;;0;0;;;;;
24876;;0;0;;;;;
23288;;0;0;;;;;
24690;;0;0;;;;628;
23227;;0;0;;;;;
24943;;4830;2;;;;;
23286;;579;37;;;;;
23532;;0;0;;;;;
23273;;0;0;;;;;
23419;;0;0;;;;1077;
23274;;0;0;;;;;
25243;;0;0;;;;;
23277;;2003;11;;;;;
23283;;0;0;;;;;
23276;;2109;7;;;;;
24557;;0;0;;;;;
23264;;0;0;;;;;
24110;;3771;1;;;;;
23685;;794;2;;;;;
24247;;0;0;;;;;
23293;;0;0;;;;;
24565;;3265;2;;;;;
23668;;875;1;;;;;
23310;;726;1;;;;;
23268;;0;0;;;;;
23270;;432;3;;;;;
23272;;500;6;;;;;
23266;;729;1;;;;;
23320;;0;0;;;;;
23302;;787;3;;;;;
24542;;0;0;;;;;
25002;;0;0;;;;;
23770;;0;0;;;;;
23767;;0;0;;;;;
25398;;1479;1;;;;;
23415;;0;0;;;;;
24965;;0;0;;;;;
23413;;0;0;;;;;
24379;;0;0;;;;;
23393;;416;3;;;;;
24629;;430;1;;;;;
25284;;493;2;;;;999;
23649;;0;0;;;;;
25208;;1033;4;;;;;
23506;;1456;13;;;;;
23424;;0;0;;;;1077;
23556;;0;0;;;;;
23363;;0;0;;;;8790;
23367;;0;0;;;;8790;
23356;;0;0;;;;;
23629;;0;0;;;;;
25030;;728;1;;;;;
23784;;0;0;;;;;
23396;;0;0;;;;;
25016;;0;0;;;;;
24508;;0;0;;;;;
23750;;0;0;;;;;
23462;;0;0;;;;;
23361;;0;0;;;;6590;
23805;;0;0;;;;;
23461;;0;0;;;;;
23365;;0;0;;;;;
24303;;0;0;;;;;
23505;;1456;13;;;;;
23674;;0;0;;;;;
23397;;0;0;;;;;
24981;;102;3;;;;;
24331;;0;0;;;;;
23692;;0;0;;;;;
24472;;0;0;;;;;
24017;;0;0;;;;;
23554;;0;0;;;;;
24456;;0;0;;;;;
24864;;0;0;;;;;
24406;;1288;1;;;;;
24926;;0;0;;;;;
23815;;328;7;;;;;
23440;;1195;3;;;;;
23439;;0;0;;;;;
24386;;0;0;;;;;
24452;;0;0;;;;;
23582;;0;0;;;;;
23893;;0;0;;;;;
24455;;8066;1;;;;;
23992;;0;0;;;;;
23760;;0;0;;;;;
23446;;0;0;;;;;
23441;;0;0;;;;;
23442;;0;0;;;;;
23832;;211;22;;;;;
24875;;0;0;;;;;
23791;;0;0;;;;;
23665;;0;0;;;;;
23460;;0;0;;;;;
25051;;966;1;;;;;
23787;;0;0;;;;;
23627;;1182;3;;;;;
23794;;1014;2;;;;;
23662;;0;0;;;;;
24147;;714;2;;;;;
23470;;0;0;;;;;
24246;;0;0;;;;;
24756;;0;0;;;;;
23698;;0;0;;;;;
25015;;0;0;;;;;
23450;;872;1;;;;;
23449;;872;1;;;;;
25272;;0;0;;;;;
24682;;0;0;;;;;
23885;;0;0;;;;;
24463;;0;0;;;;;
23489;;0;0;;;;;
23488;;0;0;;;;;
23486;;800;1;;;;;
24636;;1831;1;;;;;
24357;;0;0;;;;;
24707;;593;2;;;;;
23824;;456;5;;;;;
23926;;0;0;;;;;
24136;;0;0;;;;;
24877;;0;0;;;;;
23557;;0;0;;;;;
24996;;0;0;;;;;
23518;;0;0;;;;;
23515;;0;0;;;;;
23507;;0;0;;;;;
23966;;1727;1;;;;;
25118;;0;0;;;;;
23497;;3433;2;;;;;
23523;;0;0;;;;;
23683;;733;1;;;;;
23495;;0;0;;;;;
23661;;0;0;;;;;
23816;;355;2;;;;;
24993;;0;0;;;;;
23573;;513;2;;;;;
23584;;0;0;;;;;
23543;;0;0;;;;;
24404;;0;0;;;;;
24921;;0;0;;;;;
23745;;0;0;;;;4600;
25393;;0;0;;;;;
24148;;672;1;;;;;
24757;;1066;2;;;;;
23598;;4382;1;;;;;
23597;;0;0;;;;;
23595;;0;0;;;;;
25024;;1140;1;;;;;
23898;;700;1;;;;;
24775;;544;2;;;;;
24767;;1576;2;;;;;
24321;;0;0;;;;;
24359;;0;0;;;;;
25073;;0;0;;;;;
23854;;0;0;;;;;
23671;;0;0;;;;;
23603;;0;0;;;;;
23602;;0;0;;;;;
25012;;0;0;;;;;
24793;;0;0;;;;;
24084;;0;0;;;;;
23948;;0;0;;;;;
23612;;0;0;;;;;
23608;;0;0;;;;;
23609;;0;0;;;;;
24529;;417;2;;;;;
23616;;2030;2;;;;;
23605;;0;0;;;;5990;
24734;;2825;1;;;;2950;
23872;;1022;1;;;;;
24060;;8563;1;;;;;
23753;;936;2;;;;;
23617;;933;1;;;;;
23882;;0;0;;;;;
24042;;0;0;;;;;
24310;;0;0;;;;;
23973;;0;0;;;;;
24387;;0;0;;;;;
24693;;0;0;;;;1952;
24264;;0;0;;;;;
23761;;0;0;;;;;
23729;;1255;1;;;;;
23621;;6463;4;;;;;
24388;;0;0;;;;;
23625;;0;0;;;;;
24119;;461;5;;;;;
23626;;997;1;;;;;
23635;;302;1;;;;;
24946;;6082;1;;;;;
24236;;0;0;;;;;
24443;;0;0;;;;;
25147;;0;0;;;;;
24289;;859;18;;;;;
25020;;1000;9;;;;;
25138;;0;0;;;;;
23705;;0;0;;;;;
24421;;0;0;;;;;
24437;;0;0;;;;;
23958;;0;0;;;;;
23982;;712;1;;;;;
23728;;1255;2;;;;;
23916;;0;0;;;;;
24220;;1178;1;;;;;
25281;;454;12;;;;;
23633;;0;0;;;;;
23721;;816;1;;;;;
23632;;950;1;;;;;
24003;;3356;2;;;;;
25017;;1049;5;;;;;
23943;;0;0;;;;;
23804;;0;0;;;;;
23840;;0;0;;;;;
24596;;2780;1;;;;;
24280;;0;0;;;;;
23936;;0;0;;;;;
23631;;0;0;;;;;
25277;;3489;37;;;;3900;
23820;;0;0;;;;;
23963;;1268;2;;;;;
24002;;2349;2;;;;;
23850;;0;0;;;;;
24559;;990;1;;;;;
23901;;0;0;;;;;
23675;;0;0;;;;;
23642;;344;3;;;;;
23645;;0;0;;;;;
23773;;0;0;;;;;
24711;;363;2;;;;;
24397;;5987;1;;;;5900;
24032;;0;0;;;;;
24033;;2545;1;;;;;
23908;;0;0;;;;;
23964;;1268;4;;;;;
23691;;791;1;;;;;
23689;;0;0;;;;;
23835;;288;1;;;;;
25155;;444;24;;;;;
23690;;985;3;;;;;
23682;;791;1;;;;;
23980;;0;0;;;;;
23819;;556;6;;;;;
23849;;2536;1;;;;;
24806;;3660;1;;;;3400;
24245;;0;0;;;;;
24549;;0;0;;;;;
24908;;0;0;;;;;
23749;;0;0;;;;;
23707;;0;0;;;;7536;
23706;;0;0;;;;7922;
23733;;1828;2;;;;;
23998;;1896;2;;;;;
23624;;0;0;;;;;
25329;;0;0;;;;;
24326;;0;0;;;;;
24391;;541;4;;;;;
23731;;807;1;;;;;
24955;;0;0;;;;;
24554;;0;0;;;;;
24319;;0;0;;;;;
24114;;2711;1;;;;;
24037;;2018;3;;;;;
24370;;0;0;;;;;
23806;;0;0;;;;;
24932;;0;0;;;;;
23709;;0;0;;;;;
23711;;0;0;;;;;
23928;;0;0;;;;;
24866;;0;0;;;;;
24130;;418;2;;;;;
25061;;0;0;;;;;
24086;;0;0;;;;;
23965;;956;1;;;;;
25271;;0;0;;;;;
24076;;0;0;;;;;
24023;;0;0;;;;;
23873;;0;0;;;;;
23796;;0;0;;;;;
23798;;3168;5;;;;;
23797;;0;0;;;;;
24231;;0;0;;;;;
24804;;0;0;;;;;
24431;;1302;5;;;;;
25029;;0;0;;;;;
24706;;208;2;;;;;
24991;;0;0;;;;;
24616;;13857;2;;;;14590;
24118;;1072;2;;;;;
24109;;3925;2;;;;;
23742;;0;0;;;;;
23808;;0;0;;;;;
24213;;0;0;;;;;
23812;;0;0;;;;;
24394;;2181;13;;;;;
24432;;1290;1;;;;;
24390;;541;15;;;;;
23910;;0;0;;;;;
23909;;0;0;;;;;
23911;;1988;3;;;;;
23899;;0;0;;;;;
23897;;0;0;;;;;
23915;;0;0;;;;;
24302;;0;0;;;;;
23917;;0;0;;;;;
23918;;0;0;;;;;
23925;;0;0;;;;;
23912;;0;0;;;;;
23923;;0;0;;;;;
23922;;0;0;;;;;
24092;;0;0;;;;5190;
23969;;1727;1;;;;;
24350;;1704;2;;;;;
24349;;0;0;;;;;
25060;;525;1;;;;;
24230;;961;1;;;;;
25364;;0;0;;;;;
23919;;0;0;;;;4450;
23920;;0;0;;;;;
23921;;0;0;;;;;
23991;;541;1;;;;;
24959;;455;1;;;;;
24995;;0;0;;;;;
24103;;0;0;;;;;
24698;;0;0;;;;;
24779;;1287;1;;;;;
24436;;473;2;;;;;
24189;;1257;1;;;;;
24588;;2233;1;;;;;
24433;;0;0;;;;;
24582;;0;0;;;;;
24522;;0;0;;;;;
24896;;0;0;;;;;
24774;;0;0;;;;;
24462;;0;0;;;;;
24012;;0;0;;;;;
25037;;1644;2;;;;;
24919;;0;0;;;;;
24091;;0;0;;;;4390;
24093;;0;0;;;;1690;
24266;;1075;2;;;;;
24947;;8161;1;;;;;
25238;;0;0;;;;;
24256;;9041;2;;;;8186;
24139;;785;2;;;;;
24572;;0;0;;;;;
24040;;0;0;;;;;
24275;;0;0;;;;;
24427;;0;0;;;;;
24465;;0;0;;;;;
24013;;0;0;;;;;
24839;;0;0;;;;;
24906;;0;0;;;;;
24454;;0;0;;;;;
24278;;0;0;;;;;
24696;;1043;2;;;;;
24120;;0;0;;;;;
24112;;2239;1;;;;;
24099;;0;0;;;;;
24392;;541;5;;;;;
24733;;3546;2;;;;3350;
24101;;0;0;;;;;
24562;;918;1;;;;;
24381;;1940;4;;;;;
24137;;0;0;;;;;
24123;;0;0;;;;;
24125;;0;0;;;;;
24122;;0;0;;;;;
24124;;0;0;;;;;
24140;;0;0;;;;;
24632;;430;2;;;;;
24854;;0;0;;;;;
25251;;284;2;;;;;
24589;;0;0;;;;;
24580;;0;0;;;;;
24413;;1092;1;;;;;
24203;;0;0;;;;;
24449;;3942;6;;;;;
24202;;650;2;;;;;
24192;;688;1;;;;;
24703;;208;4;;;;;
24272;;0;0;;;;;
24284;;0;0;;;;;
24150;;1370;3;;;;;
24143;;892;2;;;;;
24146;;1911;4;;;;;
24145;;0;0;;;;;
24151;;621;3;;;;;
24154;;0;0;;;;;
24158;;0;0;;;;;
24159;;668;1;;;;;
24155;;0;0;;;;;
24157;;0;0;;;;;
24156;;807;2;;;;;
24973;;0;0;;;;;
24467;;0;0;;;;;
24168;;0;0;;;;;
24163;;0;0;;;;;
24166;;0;0;;;;;
24161;;0;0;;;;;
24170;;0;0;;;;;
24728;;0;0;;;;2990;
25117;;0;0;;;;;
24267;;893;5;;;;;
24518;;0;0;;;;;
24035;;0;0;;;;;
24327;;0;0;;;;;
24930;;0;0;;;;;
24842;;0;0;;;;;
25341;;1135;3;;;;;
24334;;0;0;;;;;
24894;;0;0;;;;3172;
24393;;0;0;;;;;
24212;;0;0;;;;;
24175;;0;0;;;;;
24470;;0;0;;;;;
24765;;0;0;;;;;
24720;;453;1;;;;;
24252;;0;0;;;;;
25223;;222;1;;;;;
24541;;0;0;;;;;
24445;;0;0;;;;;
24878;;0;0;;;;;
24489;;0;0;;;;;
24490;;0;0;;;;;
24491;;0;0;;;;;
25011;;1022;3;;;;;
25142;;0;0;;;;;
24853;;0;0;;;;;
24504;;0;0;;;;;
24507;;0;0;;;;;
24494;;0;0;;;;;
24493;;0;0;;;;;
24492;;0;0;;;;;
24444;;1071;1;;;;;
24499;;0;0;;;;;
24512;;0;0;;;;;
24515;;0;0;;;;;
24510;;0;0;;;;;
24509;;0;0;;;;;
24547;;0;0;;;;;
24785;;0;0;;;;;
24514;;0;0;;;;;
24513;;0;0;;;;;
25114;;0;0;;;;;
24670;;0;0;;;;;
25350;;1430;2;;;;;
25129;;0;0;;;;;
24517;;337;9;;;;;
24692;;0;0;;;;610;
24651;;352;6;;;;;
24650;;451;14;;;;;
24649;;0;0;;;;;
24648;;0;0;;;;;
24647;;0;0;;;;;
24645;;600;1;;;;;
24644;;0;0;;;;;
24646;;591;1;;;;;
24653;;0;0;;;;;
24643;;0;0;;;;;
24642;;0;0;;;;;
25034;;630;2;;;;;
24659;;972;1;;;;;
24657;;0;0;;;;;
24656;;662;1;;;;;
24658;;662;1;;;;;
24654;;662;1;;;;;
24655;;866;1;;;;;
24664;;0;0;;;;;
24665;;688;1;;;;;
24662;;587;1;;;;;
24661;;363;1;;;;;
24660;;363;2;;;;;
25289;;775;1;;;;1399;
24667;;270;2;;;;;
24666;;270;2;;;;;
24822;;0;0;;;;;
25235;;0;0;;;;;
24830;;694;2;;;;;
24997;;0;0;;;;;
24688;;0;0;;;;708;
24668;;205;2;;;;;
24715;;0;0;;;;;
24638;;0;0;;;;;
25136;;0;0;;;;;
25130;;0;0;;;;;
25297;;0;0;;;;;
25152;;451;13;;;;;
25397;;2825;2;;;;;
25270;;1866;8;;;;;
25244;;0;0;;;;;
25124;;666;1;;;;;
25134;;0;0;;;;;
25132;;0;0;;;;;
25402;;0;0;;;;;
25120;;1719;1;;;;;
25388;;0;0;;;;;
25287;;0;0;;;;1499;
25349;;0;0;;;;;
25148;;0;0;;;;;
25149;;1222;1;;;;;
25151;;5148;1;;;;;
25260;;602;2;;;;;
25351;;0;0;;;;;
25336;;0;0;;;;;
25188;;0;0;;;;;
25187;;0;0;;;;;
25177;;0;0;;;;;
25178;;0;0;;;;;
25176;;0;0;;;;;
25278;;0;0;;;;;
25179;;0;0;;;;;
25198;;0;0;;;;;
25196;;0;0;;;;;
25197;;0;0;;;;;
25200;;0;0;;;;;
25199;;0;0;;;;;
25185;;0;0;;;;;
25184;;0;0;;;;;
25183;;0;0;;;;;
25195;;0;0;;;;;
25181;;0;0;;;;;
25182;;0;0;;;;;
25180;;0;0;;;;;
25186;;0;0;;;;;
25194;;0;0;;;;;
25192;;0;0;;;;;
25193;;0;0;;;;;
25189;;0;0;;;;;
25191;;0;0;;;;;
25190;;0;0;;;;;
25174;;0;0;;;;;
25175;;0;0;;;;;
25163;;0;0;;;;;
25165;;0;0;;;;;
25162;;0;0;;;;;
25161;;0;0;;;;;
25173;;0;0;;;;;
25172;;0;0;;;;;
25171;;0;0;;;;;
25170;;0;0;;;;;
25169;;0;0;;;;;
25168;;0;0;;;;;
25166;;0;0;;;;;
25167;;0;0;;;;;
25164;;0;0;;;;;
25160;;0;0;;;;;
25159;;0;0;;;;;
25158;;0;0;;;;;
25157;;0;0;;;;;
25156;;0;0;;;;;
25202;;0;0;;;;;
25253;;324;1;;;;;
25222;;0;0;;;;;
25303;;0;0;;;;;
25245;;0;0;;;;;
25410;;249;4;;;;;
25204;;0;0;;;;;
25212;;1663;3;;;;;
25404;;0;0;;;;;
25214;;3587;1;;;;;
25216;;0;0;;;;;
25258;;586;1;;;;;
25221;;216;1;;;;;
25226;;256;4;;;;;
25250;;0;0;;;;;
25352;;0;0;;;;;
25309;;0;0;;;;;
25288;;170;2;;;;;
25396;;1844;1;;;;;
25310;;0;0;;;;;
25293;;0;0;;;;1399;
25295;;0;0;;;;;
25294;;1378;1;;;;;
25296;;0;0;;;;;
25316;;1682;1;;;;;
25314;;0;0;;;;;
25347;;0;0;;;;;
25333;;0;0;;;;;
25323;;2964;11;;;;;
25324;;863;7;;;;;
25359;;0;0;;;;;
25320;;5491;3;;;;5650;
25319;;0;0;;;;;
25326;;0;0;;;;;
25344;;0;0;;;;;
25327;;0;0;;;;;
25339;;0;0;;;;;
25345;;0;0;;;;;
25332;;0;0;;;;;
25331;;0;0;;;;;
25376;;0;0;;;;970;
25375;;0;0;;;;792;
25368;;0;0;;;;1636;
25367;;0;0;;;;1636;
25366;;0;0;;;;1636;
25373;;0;0;;;;3708;
25371;;3201;1;;;;5892;
25372;;0;0;;;;4508;
25370;;0;0;;;;1068;
25377;;0;0;;;;;
25374;;0;0;;;;;
25378;;979;1;;;;;
25379;;0;0;;;;;
25381;;0;0;;;;;
25382;;0;0;;;;;
25384;;457;2;;;;;
25385;;0;0;;;;;
25400;;0;0;;;;;
25407;;0;0;;;;;
25406;;0;0;;;;;
25387;;0;0;;;;;
25386;;0;0;;;;;
25392;;300;6;;;;;
25390;;535;1;;;;;
25389;;0;0;;;;;
25391;;278;1;;;;;
25946;;0;0;;;;694;
25535;;0;0;;;;1799;
25773;;417;1;;;;;
25462;;0;0;;;;;
25419;;0;0;;;;1566;
25416;;0;0;;;;4798;
25417;;0;0;;;;4798;
25418;;2728;1;;;;5268;
25464;;117;3;;;;;
25413;;688;2;;;;;
25414;;661;2;;;;;
25412;;587;6;;;;;
25466;;0;0;;;;;
25553;;437;1;;;;;
25465;;0;0;;;;;
25415;;713;6;;;;;
25426;;0;0;;;;554;
25427;;0;0;;;;694;
25428;;528;2;;;;974;
26011;;0;0;;;;;
25422;;0;0;;;;1176;
25421;;0;0;;;;792;
25420;;362;1;;;;672;
25423;;0;0;;;;1804;
25425;;0;0;;;;1096;
25424;;0;0;;;;694;
25752;;968;18;;;;;
25434;;0;0;;;;2746;
25470;;0;0;;;;;
25432;;819;1;;;;1582;
25431;;0;0;;;;818;
25430;;0;0;;;;658;
25429;;0;0;;;;496;
25433;;1230;1;;;;2376;
25500;;0;0;;;;;
25436;;0;0;;;;960;
25435;;600;1;;;;1102;
25563;;0;0;;;;;
25877;;0;0;;;;;
25976;;0;0;;;;;
25512;;0;0;;;;;
25440;;0;0;;;;2136;
25459;;0;0;;;;;
25441;;0;0;;;;2136;
25439;;0;0;;;;2880;
25437;;0;0;;;;2880;
25698;;0;0;;;;;
25754;;0;0;;;;;
25438;;0;0;;;;2880;
25739;;0;0;;;;;
26052;;0;0;;;;;
26055;;1345;2;;;;1260;
25812;;0;0;;;;;
25721;;433;11;;;;;
25818;;1640;1;;;;;
25690;;0;0;;;;;
25905;;0;0;;;;;
26001;;332;1;;;;;
25996;;0;0;;;;;
25457;;3519;17;;;;;
25446;;0;0;;;;7300;
25456;;0;0;;;;;
25647;;532;1;;;;;
25826;;0;0;;;;;
25607;;0;0;;;;;
25461;;0;0;;;;;
25736;;842;3;;;;;
25629;;17155;23;;;;;
25904;;0;0;;;;;
25458;;0;0;;;;;
25713;;0;0;;;;;
25460;;0;0;;;;;
25444;;2966;1;;;;6200;
25610;;0;0;;;;;
25442;;0;0;;;;8000;
25942;;0;0;;;;694;
25453;;2301;15;;;;;
25828;;0;0;;;;;
25962;;0;0;;;;;
25455;;2637;7;;;;;
25791;;709;1;;;;;
25445;;0;0;;;;6600;
25454;;2637;6;;;;;
25443;;0;0;;;;6200;
25516;;1669;1;;;;;
25636;;0;0;;;;;
25663;;1513;10;;;;;
25536;;0;0;;;;1799;
25451;;0;0;;;;8480;
25452;;0;0;;;;8480;
25449;;0;0;;;;4980;
25450;;0;0;;;;4980;
25447;;0;0;;;;6380;
25448;;0;0;;;;6380;
25463;;344;3;;;;;
25740;;0;0;;;;;
25913;;0;0;;;;;
25779;;0;0;;;;;
25473;;0;0;;;;;
25731;;0;0;;;;;
25494;;0;0;;;;;
25777;;0;0;;;;;
25890;;1271;1;;;;;
25469;;2161;1;;;;;
25467;;367;2;;;;;
25468;;1865;2;;;;;
25471;;0;0;;;;;
25472;;0;0;;;;;
25474;;0;0;;;;;
25383;;0;0;;;;;
25632;;3536;4;;;;;
25871;;0;0;;;;;
25609;;494;2;;;;;
25532;;0;0;;;;2499;
25975;;0;0;;;;;
25886;;0;0;;;;;
25816;;1716;1;;;;;
25570;;0;0;;;;;
25988;;0;0;;;;;
26056;;0;0;;;;;
25549;;1915;1;;;;;
25853;;0;0;;;;;
25699;;0;0;;;;;
25874;;0;0;;;;;
25658;;0;0;;;;;
25701;;0;0;;;;4011;
25795;;0;0;;;;;
25672;;1376;1;;;;;
25664;;1111;8;;;;;
25569;;0;0;;;;;
25867;;0;0;;;;;
25763;;0;0;;;;;
25634;;0;0;;;;;
25825;;0;0;;;;;
25870;;0;0;;;;;
25608;;395;1;;;;;
25567;;0;0;;;;;
25947;;0;0;;;;694;
25898;;0;0;;;;;
25661;;1500;3;;;;;
25823;;1506;1;;;;;
25573;;0;0;;;;;
26131;;0;0;;;;;
25575;;13719;8;;;;;
25651;;0;0;;;;10800;
25759;;3564;6;;;;;
25776;;0;0;;;;;
25568;;20091;8;;;;;
25809;;0;0;;;;;
25639;;0;0;;;;;
25906;;0;0;;;;;
25992;;0;0;;;;;
25657;;0;0;;;;;
25550;;0;0;;;;;
25650;;241;2;;;;;
25879;;0;0;;;;;
25928;;0;0;;;;;
25915;;0;0;;;;;
25758;;3421;7;;;;;
25824;;1824;8;;;;;
25556;;1949;1;;;;;
25781;;0;0;;;;;
25642;;0;0;;;;;
25733;;6532;2;;;;;
25799;;0;0;;;;;
25518;;0;0;;;;;
25529;;0;0;;;;2499;
25793;;2034;1;;;;;
25697;;42692;1;;;;;
25878;;0;0;;;;;
25492;;0;0;;;;;
25772;;417;2;;;;;
25589;;0;0;;;;;
25475;;5487;4;;;;;
25646;;0;0;;;;;
25495;;0;0;;;;;
25507;;0;0;;;;;
25767;;324;2;;;;;
25800;;0;0;;;;;
25476;;0;0;;;;;
25709;;0;0;;;;;
25770;;0;0;;;;;
25746;;0;0;;;;;
25521;;0;0;;;;;
25711;;322;2;;;;;
25484;;0;0;;;;;
25804;;1370;1;;;;;
25480;;0;0;;;;;
25481;;0;0;;;;;
25482;;0;0;;;;;
25483;;0;0;;;;;
25479;;977;4;;;;;
25478;;977;2;;;;;
