id товара;осн. артикул;цена;наличие;статус;доп. артикул;штрихкод;ррц
21957;;0;0;;;;;
21996;;0;0;;;;;
22045;;0;0;;;;;
22853;;2619;3;;;;;
23219;;0;0;;;;;
23214;;0;0;;;;;
21394;;4187;3;;;;;
21396;;0;0;;;;;
21397;;0;0;;;;;
21398;;0;0;;;;;
25321;;0;0;;;;;
21509;;0;0;;;;456;
25290;;0;0;;;;;
23857;;0;0;;;;;
23494;;0;0;;;;;
21418;;0;0;;;;;
23713;;0;0;;;;;
23304;;351;6;;;;;
21969;;0;0;;;;596;
21413;;0;0;;;;;
21434;;930;45;;;;700;
24821;;765;1;;;;;
24503;;0;0;;;;;
23831;;0;0;;;;;
22778;;0;0;;;;;
21489;;0;0;;;;;
23480;;0;0;;;;;
22339;;0;0;;;;;
25273;;2828;2;;;;;
22022;;2664;1;;;;;
21666;;2524;2;;;;;
22574;;971;4;;;;;
24614;;0;0;;;;8790;
23438;;530;1;;;;840;
21479;;0;0;;;;;
21472;;0;0;;;;;
21632;;1587;2;;;;;
23828;;315;1;;;;;
22234;;873;2;;;;;
23563;;0;0;;;;;
21443;;586;1;;;;;
21441;;0;0;;;;;
24823;;0;0;;;;;
21931;;0;0;;;;;
22254;;1099;1;;;;;
21780;;0;0;;;;;
22931;;397;2;;;;;
24059;;8563;1;;;;;
22859;;2109;1;;;;;
22508;;1521;2;;;;;
21461;;1256;1;;;;;
22152;;3950;13;;;;;
21741;;0;0;;;;;
21458;;1672;1;;;;;
21457;;1709;1;;;;;
23686;;794;2;;;;;
21459;;2488;3;;;;2517;
22224;;0;0;;;;;
21452;;0;0;;;;;
21454;;0;0;;;;;
21451;;0;0;;;;;
21455;;0;0;;;;;
21453;;0;0;;;;;
23789;;0;0;;;;;
21460;;0;0;;;;;
21579;;0;0;;;;;
24409;;1814;1;;;;;
21684;;426;8;;;;;
21475;;0;0;;;;;
23524;;0;0;;;;;
22081;;571;3;;;;;
22150;;0;0;;;;;
23382;;0;0;;;;;
21665;;1891;3;;;;;
21921;;0;0;;;;;
24089;;0;0;;;;;
21506;;627;4;;;;1180;
21486;;0;0;;;;;
21484;;0;0;;;;;
21485;;0;0;;;;;
22569;;0;0;;;;;
21507;;600;2;;;;1106;
22488;;0;0;;;;;
23856;;0;0;;;;;
23111;;0;0;;;;;
21855;;2170;2;;;;;
21853;;0;0;;;;;
24459;;0;0;;;;;
24687;;0;0;;;;708;
22371;;0;0;;;;;
24901;;2290;14;;;;;
24505;;0;0;;;;;
24134;;0;0;;;;;
24940;;6022;2;;;;;
21502;;0;0;;;;746;
21501;;0;0;;;;746;
21495;;565;1;;;;1038;
21493;;0;0;;;;772;
21494;;0;0;;;;772;
21497;;0;0;;;;1160;
21500;;0;0;;;;;
21745;;865;2;;;;;
23870;;0;0;;;;;
23558;;0;0;;;;;
25088;;0;0;;;;;
25095;;0;0;;;;;
24892;;1383;2;;;;;
23586;;0;0;;;;;
21525;;0;0;;;;;
24186;;875;2;;;;;
22283;;0;0;;;;;
21515;;0;0;;;;;
21668;;0;0;;;;;
21691;;0;0;;;;;
24917;;0;0;;;;;
21838;;0;0;;;;;
21790;;0;0;;;;754;
21513;;0;0;;;;;
22111;;0;0;;;;;
24533;;2954;1;;;;3600;
21599;;0;0;;;;;
24193;;938;2;;;;;
22774;;702;1;;;;;
24832;;469;2;;;;;
23292;;0;0;;;;;
25233;;0;0;;;;;
22211;;0;0;;;;;
22561;;6293;2;;;;;
25229;;0;0;;;;;
23611;;0;0;;;;;
24434;;1153;1;;;;;
21642;;3324;1;;;;;
21533;;0;0;;;;;
21534;;0;0;;;;;
21527;;3355;2;;;;;
23564;;2682;1;;;;;
22912;;0;0;;;;;
21537;;1424;2;;;;;
21538;;1875;7;;;;;
21535;;815;10;;;;;
21536;;768;10;;;;;
23855;;0;0;;;;;
21646;;0;0;;;;;
21633;;2889;2;;;;;
21781;;0;0;;;;;
23961;;1268;2;;;;;
22589;;0;0;;;;;
24190;;1524;1;;;;;
23458;;2314;2;;;;;
23412;;194;2;;;;;
22539;;0;0;;;;;
18760;;0;0;;;;;
23807;;2143;2;;;;;
23088;;0;0;;;;;
24608;;1035;3;;;;;
23566;;0;0;;;;;
21559;;0;0;;;;;
21556;;0;0;;;;;
21553;;0;0;;;;;
21554;;0;0;;;;;
21555;;0;0;;;;;
21557;;0;0;;;;;
21563;;0;0;;;;;
21564;;0;0;;;;;
21544;;0;0;;;;;
21543;;0;0;;;;;
21542;;0;0;;;;;
21562;;1178;1;;;;;
21572;;0;0;;;;;
21568;;1141;2;;;;;
21567;;0;0;;;;;
21566;;1022;2;;;;;
21571;;0;0;;;;;
21570;;0;0;;;;;
21565;;0;0;;;;;
21550;;0;0;;;;;
21598;;2554;3;;;;;
21552;;0;0;;;;;
21551;;559;17;;;;;
23801;;4570;2;;;;;
24107;;0;0;;;;;
24989;;608;1;;;;;
24552;;0;0;;;;;
22018;;0;0;;;;;
24881;;91;8;;;;;
24539;;649;1;;;;;
22518;;229;3;;;;;
25146;;0;0;;;;;
23955;;4690;1;;;;4400;
24627;;384;4;;;;;
23136;;771;2;;;;;
23105;;0;0;;;;;
22062;;120;2;;;;;
21824;;0;0;;;;;
23217;;0;0;;;;;
22597;;0;0;;;;;
22273;;0;0;;;;;
23774;;0;0;;;;;
21595;;0;0;;;;;
23957;;1098;2;;;;;
21830;;0;0;;;;;
21602;;740;2;;;;;
21597;;17143;1;;;;;
23056;;0;0;;;;;
22084;;1631;2;;;;;
21594;;0;0;;;;;
21596;;900;6;;;;;
21791;;424;2;;;;804;
21844;;0;0;;;;;
21960;;0;0;;;;;
21774;;0;0;;;;;
21606;;109;5;;;;;
21615;;0;0;;;;;
21613;;0;0;;;;;
21614;;0;0;;;;;
25070;;0;0;;;;;
21617;;0;0;;;;;
21616;;0;0;;;;;
23027;;0;0;;;;;
23053;;0;0;;;;;
24375;;0;0;;;;;
24848;;0;0;;;;;
24242;;746;1;;;;;
23894;;0;0;;;;;
23478;;0;0;;;;;
23183;;0;0;;;;6082;
24054;;0;0;;;;;
25304;;0;0;;;;;
21768;;0;0;;;;;
24271;;0;0;;;;;
22395;;0;0;;;;2255;
24900;;2290;1;;;;;
23930;;0;0;;;;;
21661;;714;1;;;;;
24403;;0;0;;;;;
21676;;0;0;;;;;
21640;;0;0;;;;;
24927;;0;0;;;;;
21639;;0;0;;;;;
21641;;0;0;;;;;
21682;;341;31;;;;;
21681;;0;0;;;;;
24590;;0;0;;;;;
21685;;426;3;;;;;
23411;;0;0;;;;;
23572;;0;0;;;;;
25049;;0;0;;;;;
22024;;0;0;;;;990;
22638;;0;0;;;;;
21806;;0;0;;;;1108;
23019;;0;0;;;;1740;
22001;;0;0;;;;;
21713;;0;0;;;;;
23281;;0;0;;;;;
22947;;0;0;;;;;
21796;;0;0;;;;960;
24102;;0;0;;;;;
24575;;0;0;;;;;
23207;;0;0;;;;;
22923;;0;0;;;;;
21720;;0;0;;;;;
21719;;0;0;;;;;
21718;;0;0;;;;;
21721;;0;0;;;;;
21717;;0;0;;;;;
22687;;0;0;;;;;
24745;;0;0;;;;;
21727;;803;1;;;;;
21726;;0;0;;;;;
21725;;0;0;;;;;
21724;;0;0;;;;;
21723;;0;0;;;;;
21729;;0;0;;;;;
21730;;0;0;;;;;
21728;;2084;2;;;;;
21722;;764;1;;;;;
22131;;0;0;;;;1354;
22656;;0;0;;;;;
22678;;768;1;;;;;
23045;;0;0;;;;;
21735;;851;1;;;;;
21736;;0;0;;;;;
21734;;826;1;;;;;
22670;;0;0;;;;1560;
21732;;0;0;;;;;
24141;;1071;1;;;;;
21742;;0;0;;;;;
21747;;1234;2;;;;;
21746;;1141;1;;;;;
24697;;740;1;;;;;
21751;;0;0;;;;;
21750;;0;0;;;;;
21753;;0;0;;;;;
21752;;832;2;;;;;
23846;;0;0;;;;;
21756;;764;1;;;;;
23652;;5268;7;;;;;
21739;;965;1;;;;;
21737;;0;0;;;;;
24902;;0;0;;;;;
21757;;770;2;;;;;
21758;;886;2;;;;;
24477;;0;0;;;;;
24942;;0;0;;;;;
22575;;971;4;;;;;
24191;;1401;2;;;;;
21854;;2544;2;;;;;
23466;;0;0;;;;;
21914;;0;0;;;;;
24364;;0;0;;;;;
22572;;1457;1;;;;;
22739;;0;0;;;;;
22472;;0;0;;;;;
21963;;490;9;;;;;
25276;;1351;1;;;;;
25236;;1148;2;;;;;
21941;;0;0;;;;;
24800;;5672;1;;;;;
22135;;0;0;;;;1262;
22083;;1204;5;;;;;
23252;;0;0;;;;;
24380;;2767;5;;;;;
22469;;0;0;;;;;
22284;;0;0;;;;;
23197;;0;0;;;;1060;
22429;;0;0;;;;;
25249;;0;0;;;;;
19850;;921;1;;;;;
22044;;0;0;;;;;
22775;;0;0;;;;;
21902;;0;0;;;;;
22278;;0;0;;;;;
23995;;0;0;;;;;
23301;;901;1;;;;;
23546;;0;0;;;;8718;
21928;;1813;3;;;;;
21822;;0;0;;;;;
21829;;0;0;;;;;
21759;;0;0;;;;;
21755;;0;0;;;;;
22226;;0;0;;;;;
22051;;0;0;;;;;
23756;;0;0;;;;;
24759;;894;1;;;;;
22370;;0;0;;;;;
25239;;0;0;;;;;
23843;;0;0;;;;;
21873;;0;0;;;;;
21762;;4493;1;;;;;
21760;;0;0;;;;;
21761;;0;0;;;;;
22812;;546;9;;;;;
21766;;0;0;;;;;
21765;;0;0;;;;;
21763;;0;0;;;;;
22034;;0;0;;;;;
22136;;0;0;;;;1262;
22942;;0;0;;;;;
25301;;0;0;;;;;
23638;;11446;1;;;;;
25246;;0;0;;;;;
21771;;0;0;;;;;
21773;;0;0;;;;;
21772;;0;0;;;;;
23792;;497;4;;;;;
21767;;0;0;;;;;
21769;;0;0;;;;;
22827;;0;0;;;;;
21818;;4993;1;;;;5600;
24976;;0;0;;;;;
23454;;0;0;;;;;
22296;;0;0;;;;;
22427;;0;0;;;;;
24038;;1305;1;;;;;
23064;;0;0;;;;;
22541;;0;0;;;;;
24984;;111;2;;;;;
22028;;0;0;;;;;
25292;;0;0;;;;;
24953;;406;2;;;;;
22003;;0;0;;;;;
22364;;0;0;;;;;
21905;;0;0;;;;;
23618;;0;0;;;;;
22297;;0;0;;;;;
22098;;634;2;;;;1100;
21842;;0;0;;;;;
23002;;545;2;;;;;
22627;;0;0;;;;;
24704;;0;0;;;;;
24746;;0;0;;;;;
22850;;0;0;;;;5000;
23164;;0;0;;;;;
23377;;0;0;;;;2290;
21816;;0;0;;;;8300;
21815;;557;4;;;;;
21812;;773;16;;;;;
21813;;808;1;;;;;
25008;;0;0;;;;;
24423;;0;0;;;;;
24015;;0;0;;;;;
22207;;0;0;;;;;
21863;;0;0;;;;;
22140;;0;0;;;;;
21880;;0;0;;;;;
21865;;0;0;;;;;
21864;;0;0;;;;;
25217;;5861;1;;;;;
21899;;0;0;;;;;
21868;;4099;1;;;;;
21867;;0;0;;;;;
21866;;0;0;;;;;
21885;;1610;2;;;;;
24920;;0;0;;;;;
22632;;0;0;;;;;
22718;;0;0;;;;;
22742;;0;0;;;;;
13174;;0;0;;;;2290;
22208;;0;0;;;;;
22761;;0;0;;;;;
23821;;0;0;;;;;
21907;;0;0;;;;;
23775;;0;0;;;;;
21903;;0;0;;;;;
21909;;0;0;;;;;
21913;;0;0;;;;;
21910;;0;0;;;;;
21912;;557;2;;;;;
21911;;419;12;;;;;
22200;;3031;1;;;;3400;
24036;;0;0;;;;;
22119;;0;0;;;;;
22125;;0;0;;;;1838;
22625;;0;0;;;;;
22214;;0;0;;;;;
23513;;0;0;;;;;
23534;;0;0;;;;;
24068;;799;3;;;;;
21935;;0;0;;;;;
21958;;0;0;;;;;
21959;;0;0;;;;;
23195;;855;3;;;;;
22040;;0;0;;;;;
24333;;0;0;;;;;
25089;;0;0;;;;;
23297;;0;0;;;;;
22147;;0;0;;;;;
23216;;0;0;;;;;
22276;;0;0;;;;;
24429;;0;0;;;;;
25363;;0;0;;;;;
25286;;0;0;;;;999;
22274;;0;0;;;;;
21932;;542;1;;;;1320;
21933;;0;0;;;;1160;
21934;;0;0;;;;1160;
24694;;0;0;;;;2014;
24610;;1190;2;;;;;
22330;;0;0;;;;;
21937;;0;0;;;;4749;
22177;;1340;23;;;;;
25059;;0;0;;;;;
24219;;0;0;;;;;
22758;;0;0;;;;;
22053;;0;0;;;;;
22217;;0;0;;;;;
22201;;684;6;;;;;
25153;;463;2;;;;;
22262;;0;0;;;;4980;
22431;;0;0;;;;;
22148;;472;2;;;;;
22011;;0;0;;;;;
22010;;0;0;;;;;
25116;;620;1;;;;;
24360;;0;0;;;;;
22291;;111;1;;;;;
22222;;0;0;;;;;
22124;;0;0;;;;1201;
22072;;0;0;;;;;
22020;;502;2;;;;;
22014;;0;0;;;;;
24410;;1930;4;;;;;
22043;;0;0;;;;;
23347;;0;0;;;;;
22046;;0;0;;;;;
25004;;0;0;;;;;
22041;;0;0;;;;;
22036;;0;0;;;;;
22027;;0;0;;;;;
22528;;861;2;;;;;
22945;;0;0;;;;;
25408;;2220;1;;;;;
22747;;0;0;;;;;
25027;;0;0;;;;;
23765;;0;0;;;;16100;
22428;;0;0;;;;;
24576;;0;0;;;;;
24577;;0;0;;;;;
22029;;0;0;;;;;
22030;;0;0;;;;;
22049;;0;0;;;;;
22047;;0;0;;;;;
22048;;0;0;;;;;
22050;;0;0;;;;;
24543;;0;0;;;;;
24200;;1276;3;;;;;
24593;;0;0;;;;;
25354;;0;0;;;;;
22658;;262;10;;;;;
22681;;562;1;;;;;
23941;;0;0;;;;;
22093;;6189;1;;;;;
23997;;0;0;;;;;
24206;;0;0;;;;;
22694;;0;0;;;;;
25025;;0;0;;;;;
23383;;0;0;;;;;
22336;;0;0;;;;;
22363;;0;0;;;;;
22432;;0;0;;;;;
23168;;969;1;;;;;
23018;;218;13;;;;;
22289;;4469;1;;;;;
24430;;1214;1;;;;;
22545;;0;0;;;;;
23405;;0;0;;;;;
23464;;259;7;;;;;
22107;;0;0;;;;;
22101;;0;0;;;;4574;
22033;;0;0;;;;;
22065;;600;1;;;;;
23452;;0;0;;;;;
22683;;526;1;;;;;
23040;;0;0;;;;;
22280;;0;0;;;;;
24055;;930;2;;;;720;
24262;;0;0;;;;;
23354;;0;0;;;;;
23484;;291;5;;;;;
23895;;0;0;;;;;
23124;;609;3;;;;;
24792;;0;0;;;;;
25107;;639;2;;;;;
24259;;0;0;;;;9854;
23739;;0;0;;;;;
24293;;0;0;;;;;
24699;;0;0;;;;;
22203;;749;1;;;;;
22282;;878;1;;;;;
23262;;2663;1;;;;;
22259;;1621;1;;;;3192;
23063;;0;0;;;;;
22535;;826;2;;;;;
25131;;0;0;;;;;
22139;;0;0;;;;;
22133;;0;0;;;;;
22134;;0;0;;;;;
23032;;393;2;;;;;
22620;;0;0;;;;;
23226;;7699;1;;;;;
24384;;1559;3;;;;;
22421;;0;0;;;;;
23118;;558;1;;;;;
24639;;1537;1;;;;;
23364;;0;0;;;;2990;
22225;;0;0;;;;;
25308;;109;3;;;;;
22759;;0;0;;;;;
24244;;0;0;;;;;
24448;;3942;12;;;;;
22483;;0;0;;;;;
22145;;0;0;;;;;
22143;;0;0;;;;;
22144;;5073;2;;;;;
23978;;1487;1;;;;;
22141;;0;0;;;;;
24737;;0;0;;;;;
23387;;0;0;;;;;
25106;;0;0;;;;;
22547;;0;0;;;;;
22869;;0;0;;;;;
22530;;861;1;;;;;
22995;;2347;1;;;;;
23029;;0;0;;;;;
23179;;500;1;;;;;
25097;;895;1;;;;;
22628;;0;0;;;;;
23254;;0;0;;;;;
24550;;0;0;;;;;
22151;;441;2;;;;;
24083;;0;0;;;;;
24761;;858;2;;;;;
23949;;0;0;;;;;
24182;;968;1;;;;;
23596;;0;0;;;;;
23482;;0;0;;;;;
24369;;0;0;;;;;
24420;;0;0;;;;;
24385;;1555;4;;;;;
23881;;0;0;;;;;
25340;;0;0;;;;;
22982;;0;0;;;;;
22153;;2064;2;;;;;
22154;;1827;1;;;;;
22966;;0;0;;;;;
22470;;502;22;;;;;
22583;;0;0;;;;;
22219;;0;0;;;;;
22733;;0;0;;;;;
22338;;0;0;;;;;
22210;;0;0;;;;;
23860;;0;0;;;;;
23253;;0;0;;;;;
24279;;0;0;;;;;
22672;;0;0;;;;;
22213;;0;0;;;;;
22209;;0;0;;;;;
22204;;0;0;;;;;
23810;;0;0;;;;;
23715;;1247;2;;;;;
23336;;0;0;;;;;
22417;;0;0;;;;;
23089;;0;0;;;;;
22326;;0;0;;;;;
23418;;873;1;;;;1016;
22440;;0;0;;;;;
23942;;0;0;;;;;
23839;;0;0;;;;;
23687;;944;1;;;;;
23110;;0;0;;;;;
24441;;219;6;;;;;
22715;;1092;2;;;;;
22944;;12549;1;;;;;
22963;;0;0;;;;;
22877;;0;0;;;;;
22790;;190;3;;;;;
25126;;2345;1;;;;;
22263;;3277;1;;;;5700;
24749;;0;0;;;;;
22373;;0;0;;;;;
24484;;664;3;;;;;
23666;;0;0;;;;;
23550;;0;0;;;;;
22813;;0;0;;;;;
23265;;907;4;;;;;
22626;;9174;1;;;;;
23443;;0;0;;;;;
24047;;0;0;;;;;
23535;;0;0;;;;;
23560;;0;0;;;;;
24226;;0;0;;;;;
22571;;0;0;;;;;
24705;;174;9;;;;;
24237;;0;0;;;;;
24495;;0;0;;;;;
23788;;0;0;;;;;
23394;;456;3;;;;;
22236;;873;2;;;;;
25125;;0;0;;;;;
22803;;667;7;;;;;
22238;;1221;1;;;;;
22235;;873;1;;;;;
22244;;0;0;;;;;
22233;;873;3;;;;;
23453;;0;0;;;;;
22252;;203;1;;;;;
25128;;0;0;;;;;
22253;;0;0;;;;;
22251;;216;1;;;;;
22250;;216;1;;;;;
22245;;1193;1;;;;;
22242;;902;1;;;;;
22243;;859;1;;;;;
22248;;1045;1;;;;;
23590;;0;0;;;;;
24204;;0;0;;;;;
24865;;0;0;;;;;
22255;;1490;1;;;;2878;
24846;;0;0;;;;;
22452;;0;0;;;;;
22444;;0;0;;;;;
22454;;0;0;;;;;
22453;;0;0;;;;;
22449;;0;0;;;;;
22451;;0;0;;;;;
23066;;0;0;;;;;
22457;;0;0;;;;;
23993;;255;2;;;;;
23312;;1615;1;;;;;
22439;;0;0;;;;;
23527;;0;0;;;;;
24225;;1616;1;;;;;
22441;;0;0;;;;;
22447;;0;0;;;;;
24763;;0;0;;;;;
23722;;462;1;;;;;
24412;;0;0;;;;;
24871;;0;0;;;;;
22388;;0;0;;;;1535;
24008;;0;0;;;;;
13568;;1345;19;;;;;
22517;;0;0;;;;5519;
22740;;0;0;;;;;
22848;;3208;1;;;;6194;
24358;;0;0;;;;;
22860;;0;0;;;;;
25111;;0;0;;;;;
23290;;316;1;;;;;
23360;;0;0;;;;;
23540;;639;3;;;;;
24104;;953;2;;;;;
22391;;0;0;;;;;
23825;;456;3;;;;;
22390;;0;0;;;;;
23006;;0;0;;;;;
22855;;3718;2;;;;3600;
23134;;0;0;;;;;
23847;;0;0;;;;;
23181;;0;0;;;;5746;
23047;;6864;1;;;;;
24348;;0;0;;;;;
22916;;0;0;;;;;
22825;;0;0;;;;;
23654;;0;0;;;;;
23101;;0;0;;;;;
24828;;0;0;;;;;
22959;;0;0;;;;;
23877;;1775;1;;;;;
24998;;0;0;;;;;
25000;;0;0;;;;;
24070;;799;13;;;;;
23764;;0;0;;;;6439;
23381;;0;0;;;;;
22380;;0;0;;;;;
22382;;205;1;;;;;
22379;;0;0;;;;;
22383;;0;0;;;;;
22381;;0;0;;;;;
25143;;0;0;;;;;
23890;;541;3;;;;;
23693;;791;1;;;;;
22889;;0;0;;;;1210;
23549;;0;0;;;;;
24925;;0;0;;;;;
23517;;0;0;;;;;
22498;;0;0;;;;;
22499;;6345;3;;;;;
22492;;2023;3;;;;;
22496;;2559;1;;;;;
22494;;0;0;;;;;
25305;;0;0;;;;;
23935;;0;0;;;;;
22546;;0;0;;;;6950;
23695;;0;0;;;;;
25259;;656;1;;;;;
24481;;0;0;;;;;
25102;;1688;2;;;;;
22937;;282;26;;;;;
23561;;0;0;;;;;
23151;;1001;4;;;;;
24980;;282;10;;;;;
23758;;0;0;;;;;
23370;;0;0;;;;9990;
23085;;0;0;;;;;
23971;;0;0;;;;;
24729;;0;0;;;;;
23188;;0;0;;;;4696;
24833;;0;0;;;;;
23875;;1548;2;;;;;
23346;;1294;2;;;;;
22949;;0;0;;;;;
25036;;1068;2;;;;;
24899;;2257;1;;;;;
23740;;0;0;;;;;
23536;;1648;3;;;;;
22832;;0;0;;;;;
23269;;0;0;;;;;
24820;;0;0;;;;;
23300;;0;0;;;;;
24366;;0;0;;;;;
22576;;1046;1;;;;;
22577;;1512;3;;;;;
22573;;1562;1;;;;;
22584;;0;0;;;;;
25210;;0;0;;;;;
22567;;0;0;;;;;
22565;;6859;8;;;;;
22585;;0;0;;;;;
22551;;0;0;;;;;
24789;;0;0;;;;;
24748;;0;0;;;;;
22553;;0;0;;;;;
23754;;0;0;;;;;
23492;;0;0;;;;;
23345;;1305;1;;;;;
23950;;0;0;;;;;
22552;;0;0;;;;;
24990;;696;2;;;;;
23430;;0;0;;;;1077;
25203;;0;0;;;;;
25062;;0;0;;;;;
23493;;0;0;;;;;
22581;;0;0;;;;;
23187;;0;0;;;;3872;
24874;;0;0;;;;;
22504;;2609;1;;;;;
23141;;0;0;;;;;
24845;;0;0;;;;;
24478;;0;0;;;;;
22511;;0;0;;;;;
22810;;0;0;;;;;
22510;;0;0;;;;;
22542;;0;0;;;;;
22514;;0;0;;;;;
24961;;0;0;;;;;
22593;;823;1;;;;;
22591;;733;2;;;;;
22590;;823;1;;;;;
22592;;0;0;;;;;
24322;;0;0;;;;;
24238;;1012;1;;;;;
22595;;2905;1;;;;;
22594;;0;0;;;;;
24328;;0;0;;;;;
25355;;2145;2;;;;;
24041;;0;0;;;;;
24713;;448;1;;;;;
24097;;0;0;;;;;
23044;;0;0;;;;;
23117;;0;0;;;;;
22936;;282;53;;;;;
23929;;6317;3;;;;;
22712;;0;0;;;;;
23099;;13361;3;;;;13506;
22993;;367;10;;;;;
23861;;0;0;;;;;
23342;;0;0;;;;;
22851;;2768;1;;;;5000;
24916;;0;0;;;;;
24224;;1178;1;;;;;
22608;;2209;18;;;;;
22609;;2637;5;;;;;
22610;;3078;7;;;;;
22607;;0;0;;;;;
22606;;2747;6;;;;;
22717;;0;0;;;;;
22604;;0;0;;;;;
22605;;0;0;;;;;
22603;;0;0;;;;;
22602;;2637;10;;;;;
23406;;0;0;;;;;
22688;;0;0;;;;;
22614;;0;0;;;;;
22615;;3078;3;;;;;
23380;;0;0;;;;1790;
23379;;0;0;;;;1790;
23751;;0;0;;;;7159;
22662;;0;0;;;;1280;
22996;;0;0;;;;;
24485;;0;0;;;;;
23641;;211;1;;;;;
24282;;0;0;;;;;
24283;;0;0;;;;;
22621;;0;0;;;;;
22818;;0;0;;;;;
23054;;0;0;;;;;
25104;;999;15;;;;;
22633;;0;0;;;;;
22630;;0;0;;;;;
23623;;0;0;;;;;
24001;;0;0;;;;;
23615;;2016;2;;;;;
24551;;0;0;;;;;
22641;;1013;1;;;;;
24006;;0;0;;;;;
22969;;0;0;;;;;
25409;;0;0;;;;;
22645;;0;0;;;;;
22643;;0;0;;;;;
22644;;0;0;;;;;
22642;;0;0;;;;;
24315;;0;0;;;;;
22648;;0;0;;;;;
22650;;0;0;;;;;
22651;;0;0;;;;;
23102;;0;0;;;;;
25092;;0;0;;;;;
22652;;0;0;;;;;
23372;;0;0;;;;13990;
25291;;170;5;;;;;
23676;;0;0;;;;;
22941;;933;2;;;;;
22657;;0;0;;;;;
22653;;0;0;;;;;
22659;;262;16;;;;;
22757;;0;0;;;;;
24428;;10645;2;;;;;
22820;;0;0;;;;;
23260;;0;0;;;;;
22738;;0;0;;;;;
23475;;468;4;;;;;
23748;;0;0;;;;2200;
23433;;0;0;;;;;
22856;;2880;1;;;;5302;
23799;;0;0;;;;;
24889;;999;3;;;;;
24727;;560;3;;;;;
22793;;190;11;;;;;
24233;;1110;1;;;;;
22674;;0;0;;;;;
22897;;0;0;;;;;
24972;;0;0;;;;;
23868;;2597;2;;;;;
24712;;369;1;;;;;
24574;;2875;1;;;;;
24486;;0;0;;;;;
25069;;0;0;;;;;
23793;;0;0;;;;;
22673;;0;0;;;;;
22789;;291;2;;;;;
25100;;0;0;;;;;
23339;;0;0;;;;;
22671;;0;0;;;;;
22745;;0;0;;;;;
22748;;0;0;;;;;
22727;;239;1;;;;;
22721;;677;3;;;;;
22725;;500;1;;;;;
22730;;332;2;;;;;
22720;;0;0;;;;;
22731;;636;3;;;;;
22723;;0;0;;;;;
22724;;733;1;;;;;
22729;;0;0;;;;;
22722;;499;5;;;;;
22726;;645;2;;;;;
22728;;267;4;;;;;
22749;;585;2;;;;;
22769;;0;0;;;;;
22765;;0;0;;;;;
22766;;0;0;;;;;
22768;;0;0;;;;;
22764;;0;0;;;;;
25234;;0;0;;;;;
22805;;1026;2;;;;;
23157;;0;0;;;;;
24438;;1417;1;;;;;
22767;;0;0;;;;;
22756;;0;0;;;;;
22755;;2360;6;;;;;
22754;;1810;9;;;;;
22752;;2360;3;;;;;
22751;;1810;4;;;;;
22753;;0;0;;;;;
22750;;0;0;;;;;
24531;;417;3;;;;;
23766;;0;0;;;;;
22795;;186;3;;;;;
25013;;0;0;;;;;
22779;;0;0;;;;;
23508;;0;0;;;;;
24024;;0;0;;;;;
22794;;188;2;;;;;
22792;;0;0;;;;;
23343;;0;0;;;;;
22784;;274;1;;;;;
22785;;274;2;;;;;
24197;;1144;1;;;;;
24978;;0;0;;;;;
23275;;1099;4;;;;;
24619;;0;0;;;;;
22777;;0;0;;;;;
23630;;0;0;;;;;
22808;;4804;2;;;;;
24105;;0;0;;;;;
23672;;0;0;;;;;
23670;;763;1;;;;;
23426;;0;0;;;;;
22819;;823;1;;;;;
23735;;0;0;;;;;
25399;;0;0;;;;;
23323;;0;0;;;;;
23533;;991;7;;;;;
22814;;0;0;;;;;
22799;;0;0;;;;;
22800;;0;0;;;;;
22801;;0;0;;;;;
22732;;0;0;;;;;
22791;;2934;1;;;;;
22973;;0;0;;;;;
23423;;0;0;;;;1077;
22809;;0;0;;;;;
22890;;881;4;;;;1138;
23541;;657;1;;;;;
23028;;0;0;;;;;
22824;;0;0;;;;;
22823;;0;0;;;;;
22822;;0;0;;;;;
24046;;0;0;;;;;
22829;;0;0;;;;3949;
24217;;0;0;;;;;
23836;;0;0;;;;;
23783;;0;0;;;;;
23221;;0;0;;;;;
24787;;0;0;;;;;
22886;;2643;1;;;;;
24497;;0;0;;;;;
22952;;586;5;;;;;
22842;;0;0;;;;5236;
22847;;3318;1;;;;5236;
22840;;0;0;;;;6082;
22841;;0;0;;;;6082;
22838;;0;0;;;;5746;
22839;;0;0;;;;5746;
22836;;3286;2;;;;6344;
22837;;0;0;;;;6344;
22831;;0;0;;;;7130;
22830;;0;0;;;;3949;
23716;;1318;2;;;;;
23520;;0;0;;;;;
23914;;211;20;;;;;
23071;;0;0;;;;;
23743;;0;0;;;;;
23474;;0;0;;;;;
24011;;0;0;;;;;
22846;;3261;1;;;;;
25317;;0;0;;;;;
22927;;0;0;;;;;
24069;;799;12;;;;;
24936;;0;0;;;;;
24844;;258;1;;;;;
23781;;0;0;;;;;
22948;;0;0;;;;;
23526;;0;0;;;;;
22991;;0;0;;;;;
22861;;0;0;;;;;
22862;;0;0;;;;;
22863;;0;0;;;;;
22864;;0;0;;;;;
23385;;0;0;;;;;
23200;;0;0;;;;;
23259;;0;0;;;;;
22895;;0;0;;;;;
23593;;0;0;;;;;
23708;;96;17;;;;;
23263;;0;0;;;;;
23143;;0;0;;;;;
23362;;0;0;;;;10490;
22894;;0;0;;;;;
